dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,opt_C_robust,opt_K_robust,run_time,blackbox_test_acc,blackbox,gower_dist,loss
compas,0,42,2,22,2,"[59, 1, 0, 14, 178, 0, 1, 1, 1, 109]",1,1,"[59.0, 1.0, 0.0, 11.475985570118102, 178.0, 0.0, 1.0, 1.0, 1.0, 109.0]",0,False,False,0,10.591,0.7825,rf,0.0025240144298818985,0.05126200721494095
compas,0,42,2,22,3,"[59, 1, 0, 14, 178, 0, 1, 1, 1, 109]",1,1,"[59.0, 1.0, 0.0, 11.480192229300744, 178.0, 0.0, 1.0, 1.0, 1.0, 109.0]",0,False,False,0,10.621,0.7825,rf,0.002519807770699256,0.05125990388534963
compas,0,42,2,22,4,"[59, 1, 0, 14, 178, 0, 1, 1, 1, 109]",1,1,"[59.0, 1.0, 0.0, 11.492690645866453, 178.0, 0.0, 1.0, 1.0, 1.0, 109.0]",0,False,False,0,10.629,0.7825,rf,0.002507309354133547,0.05125365467706677
compas,0,42,2,23,0,"[21, 1, 0, 3, 1, 0, 1, 0, 1, 6]",1,1,"[22.500900973276025, 1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 0.0, 1.0, 6.0]",0,False,False,0,11.718,0.7825,rf,0.001830367040580518,0.050915183520290265
compas,0,42,2,23,1,"[21, 1, 0, 3, 1, 0, 1, 0, 1, 6]",1,1,"[22.511189259082997, 1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 0.0, 1.0, 6.0]",0,False,False,0,11.62,0.7825,rf,0.0018429137305890205,0.050921456865294513
compas,0,42,2,23,2,"[21, 1, 0, 3, 1, 0, 1, 0, 1, 6]",1,1,"[22.500516625265973, 1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 0.0, 1.0, 6.0]",0,False,False,0,11.12,0.7825,rf,0.0018298983234950898,0.05091494916174755
compas,0,42,2,23,3,"[21, 1, 0, 3, 1, 0, 1, 0, 1, 6]",1,1,"[22.506404545090028, 1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 0.0, 1.0, 6.0]",0,False,False,0,11.573,0.7825,rf,0.0018370787135244247,0.050918539356762216
compas,0,42,2,23,4,"[21, 1, 0, 3, 1, 0, 1, 0, 1, 6]",1,1,"[22.5627322128244, 1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 0.0, 1.0, 6.0]",0,False,False,0,11.598,0.7825,rf,0.0019057709912492689,0.050952885495624635
compas,0,42,2,28,0,"[31, 1, 2, 13, 1, 0, 1, 1, 1, 471]",1,1,"[53.530756012379605, 1.0, 2.0, 13.0, 1.0, 0.0, 1.0, 1.0, 1.0, 471.0]",0,False,False,0,10.427,0.7825,rf,0.027476531722414155,0.06373826586120708
compas,0,42,2,28,1,"[31, 1, 2, 13, 1, 0, 1, 1, 1, 471]",1,1,"[31.0, 1.0, 2.0, 13.0, 323.11180441091767, 0.0, 1.0, 1.0, 1.0, 471.0]",0,False,False,0,10.482,0.7825,rf,0.026842650367576472,0.06342132518378824
compas,0,42,2,28,2,"[31, 1, 2, 13, 1, 0, 1, 1, 1, 471]",1,1,"[53.51394495771669, 1.0, 2.0, 13.0, 1.0, 0.0, 1.0, 1.0, 1.0, 471.0]",0,False,False,0,10.46,0.7825,rf,0.027456030436239866,0.06372801521811994
compas,0,42,2,28,3,"[31, 1, 2, 13, 1, 0, 1, 1, 1, 471]",1,1,"[53.513871739552634, 1.0, 2.0, 13.0, 1.0, 0.0, 1.0, 1.0, 1.0, 471.0]",0,False,False,0,10.477,0.7825,rf,0.0274559411457959,0.06372797057289795
compas,0,42,2,28,4,"[31, 1, 2, 13, 1, 0, 1, 1, 1, 471]",1,1,"[53.515327602926476, 1.0, 2.0, 13.0, 1.0, 0.0, 1.0, 1.0, 1.0, 471.0]",0,False,False,0,10.518,0.7825,rf,0.027457716588934727,0.06372885829446737
compas,0,42,2,30,0,"[33, 1, 0, 19, 1, 0, 1, 0, 1, 0]",1,1,"[58.00029795195003, 1.0, 0.0, 19.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,False,False,0,10.305,0.7825,rf,0.030488168234085407,0.0652440841170427
compas,0,42,2,30,1,"[33, 1, 0, 19, 1, 0, 1, 0, 1, 0]",1,1,"[58.00822854802349, 1.0, 0.0, 19.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,False,False,0,10.33,0.7825,rf,0.03049783969271157,0.0652489198463558
compas,0,42,2,30,2,"[33, 1, 0, 19, 1, 0, 1, 0, 1, 0]",1,1,"[33.0, 1.0, 0.0, 6.211798154921977, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,False,False,0,10.408,0.7825,rf,0.012788201845078024,0.05639410092253901
compas,0,42,2,30,3,"[33, 1, 0, 19, 1, 0, 1, 0, 1, 0]",1,1,"[58.02758707650758, 1.0, 0.0, 19.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,False,False,0,10.316,0.7825,rf,0.030521447654277535,0.06526072382713877
compas,0,42,2,30,4,"[33, 1, 0, 19, 1, 0, 1, 0, 1, 0]",1,1,"[58.004346395983625, 1.0, 0.0, 19.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,False,False,0,10.38,0.7825,rf,0.030493105360955643,0.06524655268047783
compas,0,42,2,41,0,"[32, 1, 0, 13, 289, 0, 1, 0, 1, 97]",1,1,"[58.501554300353796, 1.0, 0.0, 13.0, 289.0, 0.0, 1.0, 0.0, 1.0, 97.0]",0,False,False,0,9.785,0.7825,rf,0.03231896865896804,0.06615948432948403
compas,0,42,2,41,1,"[32, 1, 0, 13, 289, 0, 1, 0, 1, 97]",1,1,"[58.501087344593785, 1.0, 0.0, 13.0, 289.0, 0.0, 1.0, 0.0, 1.0, 97.0]",0,False,False,0,9.822,0.7825,rf,0.03231839920072413,0.06615919960036207
compas,0,42,2,41,2,"[32, 1, 0, 13, 289, 0, 1, 0, 1, 97]",1,1,"[32.0, 1.0, 0.0, 2.0838096035357245, 289.0, 0.0, 1.0, 0.0, 1.0, 97.0]",0,False,False,0,9.825,0.7825,rf,0.010916190396464276,0.05545809519823214
compas,0,42,2,41,3,"[32, 1, 0, 13, 289, 0, 1, 0, 1, 97]",1,1,"[32.0, 1.0, 0.0, 4.045772642998957, 289.0, 0.0, 1.0, 0.0, 1.0, 97.0]",0,False,False,0,9.831,0.7825,rf,0.008954227357001044,0.05447711367850053
compas,0,42,2,41,4,"[32, 1, 0, 13, 289, 0, 1, 0, 1, 97]",1,1,"[32.0, 1.0, 0.0, 0.4021026654884463, 289.0, 0.0, 1.0, 0.0, 1.0, 97.0]",0,False,False,0,9.818,0.7825,rf,0.012597897334511554,0.05629894866725578
compas,0,42,2,54,0,"[37, 1, 2, 0, 1, 0, 1, 0, 1, 35]",1,0,"[37.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 29.464782823946976]",0,False,False,0,12.253,0.7825,rf,0.0004612680980044187,0.050230634049002215
compas,0,42,2,54,1,"[37, 1, 2, 0, 1, 0, 1, 0, 1, 35]",1,0,"[37.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 29.3947661456518]",0,False,False,0,12.328,0.7825,rf,0.00046710282119568334,0.05023355141059784
compas,0,42,2,54,2,"[37, 1, 2, 0, 1, 0, 1, 0, 1, 35]",1,0,"[37.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 29.354644147721952]",0,False,False,0,12.291,0.7825,rf,0.0004704463210231706,0.050235223160511586
compas,0,42,2,54,3,"[37, 1, 2, 0, 1, 0, 1, 0, 1, 35]",1,0,"[37.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 29.3297388880545]",0,False,False,0,12.065,0.7825,rf,0.0004725217593287917,0.0502362608796644
compas,0,42,2,54,4,"[37, 1, 2, 0, 1, 0, 1, 0, 1, 35]",1,0,"[37.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 29.24765052921948]",0,False,False,0,12.116,0.7825,rf,0.00047936245589837666,0.05023968122794919
compas,0,42,2,55,0,"[26, 1, 0, 4, 649, 1, 0, 0, 0, 75]",1,1,"[37.519827545593586, 1.0, 0.0, 4.0, 649.0, 1.0, 0.0, 0.0, 0.0, 75.0]",0,False,False,0,10.001,0.7825,rf,0.014048570177553156,0.05702428508877658
compas,0,42,2,55,1,"[26, 1, 0, 4, 649, 1, 0, 0, 0, 75]",1,1,"[37.504637114324886, 1.0, 0.0, 4.0, 649.0, 1.0, 0.0, 0.0, 0.0, 75.0]",0,False,False,0,9.973,0.7825,rf,0.014030045261371813,0.05701502263068591
compas,0,42,2,55,2,"[26, 1, 0, 4, 649, 1, 0, 0, 0, 75]",1,1,"[37.50330936079414, 1.0, 0.0, 4.0, 649.0, 1.0, 0.0, 0.0, 0.0, 75.0]",0,False,False,0,9.942,0.7825,rf,0.014028426049748952,0.05701421302487448
compas,0,42,2,55,3,"[26, 1, 0, 4, 649, 1, 0, 0, 0, 75]",1,1,"[37.502566203467595, 1.0, 0.0, 4.0, 649.0, 1.0, 0.0, 0.0, 0.0, 75.0]",0,False,False,0,9.991,0.7825,rf,0.014027519760326335,0.05701375988016317
compas,0,42,2,55,4,"[26, 1, 0, 4, 649, 1, 0, 0, 0, 75]",1,1,"[37.51263700069935, 1.0, 0.0, 4.0, 649.0, 1.0, 0.0, 0.0, 0.0, 75.0]",0,False,False,0,9.986,0.7825,rf,0.014039801220365062,0.057019900610182535
compas,0,42,2,62,0,"[44, 1, 0, 24, 53, 1, 0, 0, 0, 117]",1,1,"[44.0, 1.0, 0.0, 9.495918096178226, 53.0, 1.0, 0.0, 0.0, 0.0, 117.0]",0,False,False,0,10.437,0.7825,rf,0.014504081903821776,0.05725204095191089
compas,0,42,2,62,1,"[44, 1, 0, 24, 53, 1, 0, 0, 0, 117]",1,1,"[44.0, 1.0, 0.0, 9.491850608596774, 53.0, 1.0, 0.0, 0.0, 0.0, 117.0]",0,False,False,0,10.356,0.7825,rf,0.014508149391403226,0.057254074695701616
compas,0,42,2,62,2,"[44, 1, 0, 24, 53, 1, 0, 0, 0, 117]",1,1,"[44.0, 1.0, 0.0, 9.475564271784506, 53.0, 1.0, 0.0, 0.0, 0.0, 117.0]",0,False,False,0,10.509,0.7825,rf,0.014524435728215494,0.05726221786410775
compas,0,42,2,62,3,"[44, 1, 0, 24, 53, 1, 0, 0, 0, 117]",1,1,"[44.0, 1.0, 0.0, 9.499097937810774, 53.0, 1.0, 0.0, 0.0, 0.0, 117.0]",0,False,False,0,10.453,0.7825,rf,0.014500902062189226,0.057250451031094614
compas,0,42,2,62,4,"[44, 1, 0, 24, 53, 1, 0, 0, 0, 117]",1,1,"[44.0, 1.0, 0.0, 9.484466032256154, 53.0, 1.0, 0.0, 0.0, 0.0, 117.0]",0,False,False,0,10.444,0.7825,rf,0.014515533967743847,0.05725776698387193
compas,0,42,2,72,0,"[19, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,1,"[21.520800659372483, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,False,False,0,12.203,0.7825,rf,0.0030741471455761993,0.051537073572788104
compas,0,42,2,72,1,"[19, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,1,"[21.500178014857823, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,False,False,0,12.27,0.7825,rf,0.003048997579094907,0.05152449878954746
compas,0,42,2,72,2,"[19, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,1,"[21.508037949955074, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,False,False,0,12.301,0.7825,rf,0.0030585828657988716,0.051529291432899436
compas,0,42,2,72,3,"[19, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,1,"[21.51201269182947, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,False,False,0,12.376,0.7825,rf,0.003063430111987157,0.051531715055993584
compas,0,42,2,72,4,"[19, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,1,"[21.509847923457333, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,False,False,0,12.33,0.7825,rf,0.003060790150557723,0.051530395075278866
compas,0,42,2,76,0,"[21, 1, 0, 4, 1, 0, 1, 0, 1, 219]",1,1,"[56.22091420695567, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 0.0, 1.0, 219.0]",0,False,False,0,10.69,0.7825,rf,0.04295233439872643,0.07147616719936321
compas,0,42,2,76,1,"[21, 1, 0, 4, 1, 0, 1, 0, 1, 219]",1,1,"[57.39837221054193, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 0.0, 1.0, 219.0]",0,False,False,0,10.707,0.7825,rf,0.04438825879334382,0.07219412939667191
compas,0,42,2,76,2,"[21, 1, 0, 4, 1, 0, 1, 0, 1, 219]",1,1,"[56.93737712806053, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 0.0, 1.0, 219.0]",0,False,False,0,10.734,0.7825,rf,0.0438260696683665,0.07191303483418325
compas,0,42,2,76,3,"[21, 1, 0, 4, 1, 0, 1, 0, 1, 219]",1,1,"[58.851162565141074, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 0.0, 1.0, 219.0]",0,False,False,0,10.703,0.7825,rf,0.04615995434773302,0.07307997717386651
compas,0,42,2,76,4,"[21, 1, 0, 4, 1, 0, 1, 0, 1, 219]",1,1,"[56.17237113618115, 1.0, 0.0, 4.0, 1.0, 0.0, 1.0, 0.0, 1.0, 219.0]",0,False,False,0,10.704,0.7825,rf,0.04289313553192823,0.07144656776596411
compas,0,42,2,89,0,"[19, 1, 2, 1, 1, 0, 1, 0, 1, 32]",1,1,"[32.527801298821984, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 32.0]",0,False,False,0,11.954,0.7825,rf,0.01649731865709998,0.058248659328549994
compas,0,42,2,89,1,"[19, 1, 2, 1, 1, 0, 1, 0, 1, 32]",1,1,"[32.60663793264365, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 32.0]",0,False,False,0,11.847,0.7825,rf,0.016593460893467867,0.05829673044673393
compas,0,42,2,89,2,"[19, 1, 2, 1, 1, 0, 1, 0, 1, 32]",1,1,"[32.51201437125049, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 32.0]",0,False,False,0,11.838,0.7825,rf,0.016478066306403034,0.058239033153201517
compas,0,42,2,89,3,"[19, 1, 2, 1, 1, 0, 1, 0, 1, 32]",1,1,"[32.50774397958469, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 32.0]",0,False,False,0,11.96,0.7825,rf,0.016472858511688646,0.058236429255844324
compas,0,42,2,89,4,"[19, 1, 2, 1, 1, 0, 1, 0, 1, 32]",1,1,"[32.533850900967444, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 32.0]",0,False,False,0,12.023,0.7825,rf,0.016504696220692006,0.058252348110346006
compas,0,42,2,92,0,"[27, 1, 0, 13, 1, 1, 1, 1, 1, 1]",1,1,"[27.052864146264078, 1.0, 0.0, 6.061374501780567, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,False,False,0,12.208,0.7825,rf,0.007003093969273188,0.1035015469846366
compas,0,42,2,92,1,"[27, 1, 0, 13, 1, 1, 1, 1, 1, 1]",1,1,"[27.935521023333973, 1.0, 0.0, 7.468347173491077, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,False,False,0,12.016,0.7825,rf,0.00667253212325767,0.10333626606162884
compas,0,42,2,92,2,"[27, 1, 0, 13, 1, 1, 1, 1, 1, 1]",1,1,"[27.91896442857496, 1.0, 0.0, 7.099724459818391, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,False,False,0,11.87,0.7825,rf,0.007020963867712048,0.10351048193385604
compas,0,42,2,92,3,"[27, 1, 0, 13, 1, 1, 1, 1, 1, 1]",1,1,"[28.029394025645463, 1.0, 0.0, 7.482938148896368, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,False,False,0,12.079,0.7825,rf,0.006772420418963952,0.10338621020948198
compas,0,42,2,92,4,"[27, 1, 0, 13, 1, 1, 1, 1, 1, 1]",1,1,"[28.130366566491837, 1.0, 0.0, 6.970594882712963, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,False,False,0,11.679,0.7825,rf,0.00740790093008196,0.10370395046504098
compas,0,42,2,93,0,"[55, 1, 0, 5, 1, 0, 1, 0, 1, 118]",1,0,"[55.0, 1.0, 0.0, 5.0, 1.6897314567853812, 0.0, 1.0, 0.0, 1.0, 118.0]",0,False,False,0,10.951,0.7825,rf,5.747762139878177e-05,0.05002873881069939
compas,0,42,2,93,1,"[55, 1, 0, 5, 1, 0, 1, 0, 1, 118]",1,0,"[55.0, 1.0, 0.0, 5.0, 0.4127866389566037, 0.0, 1.0, 0.0, 1.0, 118.0]",0,False,False,0,10.989,0.7825,rf,4.893444675361636e-05,0.05002446722337681
compas,0,42,2,93,2,"[55, 1, 0, 5, 1, 0, 1, 0, 1, 118]",1,0,"[55.0, 1.0, 0.0, 5.0, 0.34605538288470683, 0.0, 1.0, 0.0, 1.0, 118.0]",0,False,False,0,11.006,0.7825,rf,5.449538475960777e-05,0.05002724769237981
compas,0,42,2,93,3,"[55, 1, 0, 5, 1, 0, 1, 0, 1, 118]",1,0,"[55.0, 1.0, 0.0, 5.0, 1.5301493807707178, 0.0, 1.0, 0.0, 1.0, 118.0]",0,False,False,0,10.9,0.7825,rf,4.417911506422649e-05,0.050022089557532116
compas,0,42,2,93,4,"[55, 1, 0, 5, 1, 0, 1, 0, 1, 118]",1,0,"[55.0, 1.0, 0.0, 5.0, 0.3162439330038347, 0.0, 1.0, 0.0, 1.0, 118.0]",0,False,False,0,10.977,0.7825,rf,5.6979672249680453e-05,0.050028489836124845
compas,0,42,2,95,0,"[58, 1, 0, 12, 1, 1, 1, 0, 1, 3]",1,0,"[58.0, 1.0, 0.0, 12.0, 0.0, 1.0, 1.0, 0.0, 1.0, 3.0]",0,False,False,0,11.215,0.7825,rf,8.333333333333334e-05,0.05004166666666667
compas,0,42,2,95,1,"[58, 1, 0, 12, 1, 1, 1, 0, 1, 3]",1,0,"[58.0, 1.0, 0.0, 12.0, 0.4190158072327468, 1.0, 1.0, 0.0, 1.0, 3.0]",0,False,False,0,11.508,0.7825,rf,4.84153493972711e-05,0.05002420767469864
compas,0,42,2,95,2,"[58, 1, 0, 12, 1, 1, 1, 0, 1, 3]",1,0,"[58.0, 1.0, 0.0, 12.0, 0.40735111429567317, 1.0, 1.0, 0.0, 1.0, 3.0]",0,False,False,0,11.317,0.7825,rf,4.9387407142027246e-05,0.050024693703571016
compas,0,42,2,95,3,"[58, 1, 0, 12, 1, 1, 1, 0, 1, 3]",1,0,"[58.0, 1.0, 0.0, 12.0, 0.4477772964044058, 1.0, 1.0, 0.0, 1.0, 3.0]",0,False,False,0,11.252,0.7825,rf,4.6018558632966185e-05,0.05002300927931649
compas,0,42,2,95,4,"[58, 1, 0, 12, 1, 1, 1, 0, 1, 3]",1,0,"[58.0, 1.0, 0.0, 12.0, 0.4087223103153348, 1.0, 1.0, 0.0, 1.0, 3.0]",0,False,False,0,11.231,0.7825,rf,4.927314080705544e-05,0.05002463657040353
