dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,opt_C_robust,opt_K_robust,run_time,blackbox,blackbox_test_acc,gower_dist,loss
compas,0,42,1,8,0,"[25, 1, 2, 9, 1, 1, 1, 1, 1, 6]",1,1,"[25.0, 1.0, 2.0, 8.77023299532998, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,0,1.14,nn,0.79,0.00022976700467001977,0.05011488350233501
compas,0,42,1,8,1,"[25, 1, 2, 9, 1, 1, 1, 1, 1, 6]",1,1,"[25.0, 1.0, 2.0, 9.00015826702239, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,0,1.156,nn,0.79,1.5826702239074567e-07,0.0500000791335112
compas,0,42,1,8,2,"[25, 1, 2, 9, 1, 1, 1, 1, 1, 6]",1,1,"[25.0, 1.0, 2.0, 9.006310661916212, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,0,1.156,nn,0.79,6.310661916211657e-06,0.05000315533095811
compas,0,42,1,8,3,"[25, 1, 2, 9, 1, 1, 1, 1, 1, 6]",1,1,"[25.0, 1.0, 2.0, 8.88359180638936, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,0,1.254,nn,0.79,0.00011640819361064024,0.05005820409680532
compas,0,42,1,8,4,"[25, 1, 2, 9, 1, 1, 1, 1, 1, 6]",1,1,"[25.0, 1.0, 2.0, 8.977027914795311, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0]",0,True,False,0,1.136,nn,0.79,2.2972085204688855e-05,0.050011486042602346
compas,0,42,1,15,0,"[41, 1, 0, 10, 0, 0, 1, 0, 1, 176]",1,1,"[41.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 176.0]",0,True,False,0,1.185,nn,0.79,0.010000000000000002,0.05500000000000001
compas,0,42,1,15,1,"[41, 1, 0, 10, 0, 0, 1, 0, 1, 176]",1,1,"[41.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 176.0]",0,True,False,0,1.256,nn,0.79,0.010000000000000002,0.05500000000000001
compas,0,42,1,15,2,"[41, 1, 0, 10, 0, 0, 1, 0, 1, 176]",1,1,"[41.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 176.0]",0,True,False,0,1.193,nn,0.79,0.010000000000000002,0.05500000000000001
compas,0,42,1,15,3,"[41, 1, 0, 10, 0, 0, 1, 0, 1, 176]",1,1,"[41.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 176.0]",0,True,False,0,1.219,nn,0.79,0.010000000000000002,0.05500000000000001
compas,0,42,1,15,4,"[41, 1, 0, 10, 0, 0, 1, 0, 1, 176]",1,1,"[41.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 176.0]",0,True,False,0,1.187,nn,0.79,0.010000000000000002,0.05500000000000001
compas,0,42,1,22,0,"[38, 1, 0, 9, 1, 0, 1, 0, 1, 13]",1,1,"[38.0, 1.0, 0.0, 9.001427433222515, 1.0, 0.0, 1.0, 0.0, 1.0, 13.0]",0,True,False,0,1.374,nn,0.79,1.4274332225152621e-06,0.05000071371661126
compas,0,42,1,22,1,"[38, 1, 0, 9, 1, 0, 1, 0, 1, 13]",1,1,"[38.0, 1.0, 0.0, 9.000147391972606, 1.0, 0.0, 1.0, 0.0, 1.0, 13.0]",0,True,False,0,1.201,nn,0.79,1.473919726056039e-07,0.0500000736959863
compas,0,42,1,22,2,"[38, 1, 0, 9, 1, 0, 1, 0, 1, 13]",1,1,"[38.0, 1.0, 0.0, 9.002105943381428, 1.0, 0.0, 1.0, 0.0, 1.0, 13.0]",0,True,False,0,1.183,nn,0.79,2.1059433814283324e-06,0.05000105297169072
compas,0,42,1,22,3,"[38, 1, 0, 9, 1, 0, 1, 0, 1, 13]",1,1,"[38.0, 1.0, 0.0, 8.997880697012986, 1.0, 0.0, 1.0, 0.0, 1.0, 13.0]",0,True,False,0,1.21,nn,0.79,2.1193029870136827e-06,0.05000105965149351
compas,0,42,1,22,4,"[38, 1, 0, 9, 1, 0, 1, 0, 1, 13]",1,1,"[38.0, 1.0, 0.0, 9.011726198793962, 1.0, 0.0, 1.0, 0.0, 1.0, 13.0]",0,True,False,0,1.226,nn,0.79,1.1726198793962084e-05,0.05000586309939698
compas,0,42,1,23,0,"[33, 0, 0, 7, 1, 0, 1, 0, 1, 26]",1,1,"[33.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 26.0]",0,True,False,0,1.303,nn,0.79,0.007000000000000001,0.053500000000000006
compas,0,42,1,23,1,"[33, 0, 0, 7, 1, 0, 1, 0, 1, 26]",1,1,"[33.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 26.0]",0,True,False,0,1.183,nn,0.79,0.007000000000000001,0.053500000000000006
compas,0,42,1,23,2,"[33, 0, 0, 7, 1, 0, 1, 0, 1, 26]",1,1,"[33.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 26.0]",0,True,False,0,1.199,nn,0.79,0.007000000000000001,0.053500000000000006
compas,0,42,1,23,3,"[33, 0, 0, 7, 1, 0, 1, 0, 1, 26]",1,1,"[33.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 26.0]",0,True,False,0,1.195,nn,0.79,0.007000000000000001,0.053500000000000006
compas,0,42,1,23,4,"[33, 0, 0, 7, 1, 0, 1, 0, 1, 26]",1,1,"[33.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 26.0]",0,True,False,0,1.183,nn,0.79,0.007000000000000001,0.053500000000000006
compas,0,42,1,33,0,"[26, 1, 0, 9, 0, 0, 1, 0, 1, 79]",1,1,"[26.0, 1.0, 5.0, 9.593456470444536, 0.0, 0.0, 1.0, 0.0, 1.0, 79.0]",0,True,False,0,1.178,nn,0.79,0.10059345647044454,0.15029672823522228
compas,0,42,1,33,1,"[26, 1, 0, 9, 0, 0, 1, 0, 1, 79]",1,1,"[26.0, 1.0, 5.0, 9.208339395065368, 0.0, 0.0, 1.0, 0.0, 1.0, 79.0]",0,True,False,0,1.181,nn,0.79,0.10020833939506538,0.1501041696975327
compas,0,42,1,33,2,"[26, 1, 0, 9, 0, 0, 1, 0, 1, 79]",1,1,"[26.0, 1.0, 5.0, 8.298414401280253, 0.0, 0.0, 1.0, 0.0, 1.0, 79.0]",0,True,False,0,1.444,nn,0.79,0.10070158559871976,0.1503507927993599
compas,0,42,1,33,3,"[26, 1, 0, 9, 0, 0, 1, 0, 1, 79]",1,1,"[26.0, 1.0, 5.0, 7.102640240414023, 0.0, 0.0, 1.0, 0.0, 1.0, 79.0]",0,True,False,0,1.243,nn,0.79,0.10189735975958598,0.150948679879793
compas,0,42,1,33,4,"[26, 1, 0, 9, 0, 0, 1, 0, 1, 79]",1,1,"[26.0, 1.0, 5.0, 10.638742846695564, 0.0, 0.0, 1.0, 0.0, 1.0, 79.0]",0,True,False,0,1.315,nn,0.79,0.10163874284669557,0.15081937142334778
compas,0,42,1,35,0,"[23, 1, 0, 0, 1, 0, 1, 1, 1, 0]",1,0,"[25.399145894250623, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.143,nn,0.79,0.002925787675915394,0.0514628938379577
compas,0,42,1,35,1,"[23, 1, 0, 0, 1, 0, 1, 1, 1, 0]",1,0,"[23.77836786451877, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.122,nn,0.79,0.0009492291030716714,0.05047461455153584
compas,0,42,1,35,2,"[23, 1, 0, 0, 1, 0, 1, 1, 1, 0]",1,0,"[23.15676282532579, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.258,nn,0.79,0.00019117417722657156,0.05009558708861329
compas,0,42,1,35,3,"[23, 1, 0, 0, 1, 0, 1, 1, 1, 0]",1,0,"[23.17266023797588, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.197,nn,0.79,0.00021056126582424327,0.05010528063291213
compas,0,42,1,35,4,"[23, 1, 0, 0, 1, 0, 1, 1, 1, 0]",1,0,"[23.270932093008625, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.263,nn,0.79,0.0003304049914739329,0.05016520249573697
compas,0,42,1,37,0,"[43, 1, 2, 11, 49, 0, 1, 1, 1, 121]",1,0,"[43.0, 1.0, 2.0, 10.98758046800736, 49.0, 0.0, 1.0, 1.0, 1.0, 121.0]",0,True,False,0,1.18,nn,0.79,1.2419531992639678e-05,0.050006209765996325
compas,0,42,1,37,1,"[43, 1, 2, 11, 49, 0, 1, 1, 1, 121]",1,0,"[43.0, 1.0, 2.0, 10.997866028021434, 49.0, 0.0, 1.0, 1.0, 1.0, 121.0]",0,True,False,0,1.194,nn,0.79,2.1339719785657964e-06,0.05000106698598929
compas,0,42,1,37,2,"[43, 1, 2, 11, 49, 0, 1, 1, 1, 121]",1,0,"[43.0, 1.0, 2.0, 10.997400818635883, 49.0, 0.0, 1.0, 1.0, 1.0, 121.0]",0,True,False,0,1.224,nn,0.79,2.5991813641166315e-06,0.05000129959068206
compas,0,42,1,37,3,"[43, 1, 2, 11, 49, 0, 1, 1, 1, 121]",1,0,"[43.0, 1.0, 2.0, 11.026465828327446, 49.0, 0.0, 1.0, 1.0, 1.0, 121.0]",0,True,False,0,1.175,nn,0.79,2.646582832744571e-05,0.05001323291416373
compas,0,42,1,37,4,"[43, 1, 2, 11, 49, 0, 1, 1, 1, 121]",1,0,"[43.0, 1.0, 2.0, 11.013798919765485, 49.0, 0.0, 1.0, 1.0, 1.0, 121.0]",0,True,False,0,1.178,nn,0.79,1.3798919765484641e-05,0.050006899459882743
compas,0,42,1,40,0,"[43, 1, 2, 13, 0, 0, 1, 0, 1, 51]",1,0,"[43.0, 1.0, 2.0, 13.012308886513612, 0.0, 0.0, 1.0, 0.0, 1.0, 51.0]",0,True,False,0,1.284,nn,0.79,1.230888651361184e-05,0.05000615444325681
compas,0,42,1,40,1,"[43, 1, 2, 13, 0, 0, 1, 0, 1, 51]",1,0,"[43.0, 1.0, 2.0, 12.999114945378448, 0.0, 0.0, 1.0, 0.0, 1.0, 51.0]",0,True,False,0,1.268,nn,0.79,8.850546215519728e-07,0.05000044252731078
compas,0,42,1,40,2,"[43, 1, 2, 13, 0, 0, 1, 0, 1, 51]",1,0,"[43.0, 1.0, 2.0, 13.016565370766312, 0.0, 0.0, 1.0, 0.0, 1.0, 51.0]",0,True,False,0,1.293,nn,0.79,1.6565370766311816e-05,0.05000828268538316
compas,0,42,1,40,3,"[43, 1, 2, 13, 0, 0, 1, 0, 1, 51]",1,0,"[43.0, 1.0, 2.0, 12.981091339172057, 0.0, 0.0, 1.0, 0.0, 1.0, 51.0]",0,True,False,0,1.164,nn,0.79,1.890866082794318e-05,0.050009454330413976
compas,0,42,1,40,4,"[43, 1, 2, 13, 0, 0, 1, 0, 1, 51]",1,0,"[43.0, 1.0, 2.0, 12.991289722300223, 0.0, 0.0, 1.0, 0.0, 1.0, 51.0]",0,True,False,0,1.274,nn,0.79,8.710277699776726e-06,0.05000435513884989
compas,0,42,1,41,0,"[30, 1, 0, 11, 1, 1, 1, 1, 1, 1]",1,1,"[30.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,0,1.196,nn,0.79,0.011000000000000001,0.0555
compas,0,42,1,41,1,"[30, 1, 0, 11, 1, 1, 1, 1, 1, 1]",1,1,"[30.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,0,1.195,nn,0.79,0.011000000000000001,0.0555
compas,0,42,1,41,2,"[30, 1, 0, 11, 1, 1, 1, 1, 1, 1]",1,1,"[30.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,0,1.165,nn,0.79,0.011000000000000001,0.0555
compas,0,42,1,41,3,"[30, 1, 0, 11, 1, 1, 1, 1, 1, 1]",1,1,"[30.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,0,1.181,nn,0.79,0.011000000000000001,0.0555
compas,0,42,1,41,4,"[30, 1, 0, 11, 1, 1, 1, 1, 1, 1]",1,1,"[30.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,0,1.155,nn,0.79,0.011000000000000001,0.0555
compas,0,42,1,45,0,"[28, 1, 0, 25, 29, 0, 1, 0, 1, 25]",1,1,"[28.0, 1.0, 0.0, 25.00177367506433, 29.0, 0.0, 1.0, 0.0, 1.0, 25.0]",0,True,False,0,1.172,nn,0.79,1.7736750643315702e-06,0.05000088683753217
compas,0,42,1,45,1,"[28, 1, 0, 25, 29, 0, 1, 0, 1, 25]",1,1,"[28.0, 1.0, 0.0, 25.016520897040483, 29.0, 0.0, 1.0, 0.0, 1.0, 25.0]",0,True,False,0,1.282,nn,0.79,1.652089704048265e-05,0.05000826044852025
compas,0,42,1,45,2,"[28, 1, 0, 25, 29, 0, 1, 0, 1, 25]",1,1,"[28.0, 1.0, 0.0, 25.142610376725717, 29.0, 0.0, 1.0, 0.0, 1.0, 25.0]",0,True,False,0,1.214,nn,0.79,0.00014261037672571675,0.050071305188362863
compas,0,42,1,45,3,"[28, 1, 0, 25, 29, 0, 1, 0, 1, 25]",1,1,"[28.0, 1.0, 0.0, 24.996961881645625, 29.0, 0.0, 1.0, 0.0, 1.0, 25.0]",0,True,False,0,1.181,nn,0.79,3.0381183543752856e-06,0.05000151905917719
compas,0,42,1,45,4,"[28, 1, 0, 25, 29, 0, 1, 0, 1, 25]",1,1,"[28.0, 1.0, 0.0, 24.986380387439215, 29.0, 0.0, 1.0, 0.0, 1.0, 25.0]",0,True,False,0,1.295,nn,0.79,1.361961256078459e-05,0.050006809806280396
compas,0,42,1,47,0,"[22, 1, 0, 3, 161, 1, 1, 1, 1, 0]",1,1,"[22.0, 1.0, 3.0, 3.0, 161.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.137,nn,0.79,0.1,0.1
compas,0,42,1,47,1,"[22, 1, 0, 3, 161, 1, 1, 1, 1, 0]",1,1,"[22.0, 1.0, 3.0, 3.0, 161.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.266,nn,0.79,0.1,0.1
compas,0,42,1,47,2,"[22, 1, 0, 3, 161, 1, 1, 1, 1, 0]",1,1,"[22.0, 1.0, 5.0, 3.0, 161.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.217,nn,0.79,0.1,0.1
compas,0,42,1,47,3,"[22, 1, 0, 3, 161, 1, 1, 1, 1, 0]",1,1,"[22.441380164938945, 1.0, 0.0, 0.0, 161.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.135,nn,0.79,0.0035382684938279813,0.101769134246914
compas,0,42,1,47,4,"[22, 1, 0, 3, 161, 1, 1, 1, 1, 0]",1,1,"[22.0, 1.0, 2.0, 3.0, 161.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.137,nn,0.79,0.1,0.1
compas,0,42,1,48,0,"[27, 1, 0, 3, 44, 1, 1, 0, 1, 6]",1,0,"[27.0, 1.0, 0.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.0, 6.0]",0,True,False,0,1.143,nn,0.79,0.003666666666666667,0.051833333333333335
compas,0,42,1,48,1,"[27, 1, 0, 3, 44, 1, 1, 0, 1, 6]",1,0,"[27.0, 1.0, 0.0, 0.0, 44.0, 1.0, 1.0, 0.0, 1.0, 6.0]",0,True,False,0,1.141,nn,0.79,0.003,0.051500000000000004
compas,0,42,1,48,2,"[27, 1, 0, 3, 44, 1, 1, 0, 1, 6]",1,0,"[27.0, 1.0, 0.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.0, 6.0]",0,True,False,0,1.153,nn,0.79,0.003666666666666667,0.051833333333333335
compas,0,42,1,48,3,"[27, 1, 0, 3, 44, 1, 1, 0, 1, 6]",1,0,"[27.0, 1.0, 0.0, 0.0, 44.0, 1.0, 1.0, 0.0, 1.0, 6.0]",0,True,False,0,1.177,nn,0.79,0.003,0.051500000000000004
compas,0,42,1,48,4,"[27, 1, 0, 3, 44, 1, 1, 0, 1, 6]",1,0,"[27.0, 1.0, 0.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.0, 6.0]",0,True,False,0,1.421,nn,0.79,0.003666666666666667,0.051833333333333335
compas,0,42,1,49,0,"[20, 1, 0, 1, 1, 0, 1, 1, 1, 1]",1,1,"[20.02197156274006, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,0,1.292,nn,0.79,2.6794588707389787e-05,0.050013397294353695
compas,0,42,1,49,1,"[20, 1, 0, 1, 1, 0, 1, 1, 1, 1]",1,1,"[21.436616801269327, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,0,1.249,nn,0.79,0.0017519717088650332,0.050875985854432516
compas,0,42,1,49,2,"[20, 1, 0, 1, 1, 0, 1, 1, 1, 1]",1,1,"[20.137266475927944, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,0,1.165,nn,0.79,0.00016739814137554208,0.05008369907068777
compas,0,42,1,49,3,"[20, 1, 0, 1, 1, 0, 1, 1, 1, 1]",1,1,"[21.586799322721557, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,0,1.371,nn,0.79,0.0019351211252701915,0.0509675605626351
compas,0,42,1,49,4,"[20, 1, 0, 1, 1, 0, 1, 1, 1, 1]",1,1,"[21.91230407695261, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0,True,False,0,1.16,nn,0.79,0.0023320781426251326,0.05116603907131257
compas,0,42,1,50,0,"[30, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,0,"[30.1437948857313, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,0,1.172,nn,0.79,0.00017535961674548735,0.05008767980837275
compas,0,42,1,50,1,"[30, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,0,"[30.64757708279294, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,0,1.171,nn,0.79,0.0007897281497474865,0.050394864074873744
compas,0,42,1,50,2,"[30, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,0,"[30.11311826261792, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,0,1.169,nn,0.79,0.00013794910075356142,0.05006897455037678
compas,0,42,1,50,3,"[30, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,0,"[30.163513117871958, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,0,1.131,nn,0.79,0.0001994062413072653,0.050099703120653635
compas,0,42,1,50,4,"[30, 1, 0, 2, 1, 0, 1, 0, 1, 1]",1,0,"[31.023132269758847, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,0,1.126,nn,0.79,0.0012477222801937156,0.050623861140096864
compas,0,42,1,61,0,"[20, 1, 0, 0, 1, 0, 1, 0, 1, 0]",1,1,"[21.00206275560015, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,0,1.163,nn,0.79,0.0012220277507318904,0.05061101387536595
compas,0,42,1,61,1,"[20, 1, 0, 0, 1, 0, 1, 0, 1, 0]",1,1,"[21.126066896221044, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,0,1.128,nn,0.79,0.0013732523124646877,0.050686626156232345
compas,0,42,1,61,2,"[20, 1, 0, 0, 1, 0, 1, 0, 1, 0]",1,1,"[20.25219462092929, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,0,1.128,nn,0.79,0.0003075544157674285,0.050153777207883714
compas,0,42,1,61,3,"[20, 1, 0, 0, 1, 0, 1, 0, 1, 0]",1,1,"[21.81282920638475, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,0,1.127,nn,0.79,0.0022107673248594538,0.051105383662429726
compas,0,42,1,61,4,"[20, 1, 0, 0, 1, 0, 1, 0, 1, 0]",1,1,"[20.113974966261054, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,0,1.129,nn,0.79,0.0001389938612939684,0.05006949693064699
compas,0,42,1,69,0,"[37, 1, 0, 23, 1, 0, 1, 0, 1, 17]",1,1,"[37.0, 1.0, 0.0, 22.968338432569603, 1.0, 0.0, 1.0, 0.0, 1.0, 17.0]",0,True,False,0,1.157,nn,0.79,3.1661567430397497e-05,0.0500158307837152
compas,0,42,1,69,1,"[37, 1, 0, 23, 1, 0, 1, 0, 1, 17]",1,1,"[37.0, 1.0, 0.0, 22.88543907951523, 1.0, 0.0, 1.0, 0.0, 1.0, 17.0]",0,True,False,0,1.157,nn,0.79,0.0001145609204847702,0.05005728046024239
compas,0,42,1,69,2,"[37, 1, 0, 23, 1, 0, 1, 0, 1, 17]",1,1,"[37.0, 1.0, 0.0, 23.023132337470752, 1.0, 0.0, 1.0, 0.0, 1.0, 17.0]",0,True,False,0,1.156,nn,0.79,2.3132337470752164e-05,0.05001156616873538
compas,0,42,1,69,3,"[37, 1, 0, 23, 1, 0, 1, 0, 1, 17]",1,1,"[37.0, 1.0, 0.0, 22.84998779954166, 1.0, 0.0, 1.0, 0.0, 1.0, 17.0]",0,True,False,0,1.156,nn,0.79,0.00015001220045834175,0.05007500610022917
compas,0,42,1,69,4,"[37, 1, 0, 23, 1, 0, 1, 0, 1, 17]",1,1,"[37.0, 1.0, 0.0, 23.0698775674008, 1.0, 0.0, 1.0, 0.0, 1.0, 17.0]",0,True,False,0,1.172,nn,0.79,6.987756740079831e-05,0.050034938783700404
compas,0,42,1,73,0,"[58, 1, 0, 21, 1, 1, 1, 0, 1, 59]",1,1,"[58.0, 1.0, 0.0, 21.02493318811983, 1.0, 1.0, 1.0, 0.0, 1.0, 59.0]",0,True,False,0,1.22,nn,0.79,2.493318811983159e-05,0.05001246659405992
compas,0,42,1,73,1,"[58, 1, 0, 21, 1, 1, 1, 0, 1, 59]",1,1,"[58.0, 1.0, 0.0, 21.00606517133964, 1.0, 1.0, 1.0, 0.0, 1.0, 59.0]",0,True,False,0,1.181,nn,0.79,6.065171339638909e-06,0.05000303258566982
compas,0,42,1,73,2,"[58, 1, 0, 21, 1, 1, 1, 0, 1, 59]",1,1,"[58.0, 1.0, 0.0, 21.00184714170046, 1.0, 1.0, 1.0, 0.0, 1.0, 59.0]",0,True,False,0,1.175,nn,0.79,1.8471417004590763e-06,0.05000092357085023
compas,0,42,1,73,3,"[58, 1, 0, 21, 1, 1, 1, 0, 1, 59]",1,1,"[58.0, 1.0, 0.0, 21.01920733417672, 1.0, 1.0, 1.0, 0.0, 1.0, 59.0]",0,True,False,0,1.178,nn,0.79,1.920733417671983e-05,0.05000960366708836
compas,0,42,1,73,4,"[58, 1, 0, 21, 1, 1, 1, 0, 1, 59]",1,1,"[58.0, 1.0, 0.0, 21.028794225403853, 1.0, 1.0, 1.0, 0.0, 1.0, 59.0]",0,True,False,0,1.181,nn,0.79,2.8794225403853347e-05,0.050014397112701926
compas,0,42,1,74,0,"[22, 1, 0, 3, 1, 0, 0, 0, 0, 106]",1,1,"[22.29458230725847, 1.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 106.0]",0,True,False,0,1.2,nn,0.79,0.00035924671616886523,0.05017962335808444
compas,0,42,1,74,1,"[22, 1, 0, 3, 1, 0, 0, 0, 0, 106]",1,1,"[22.380997556058812, 1.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 106.0]",0,True,False,0,1.151,nn,0.79,0.00046463116592538066,0.05023231558296269
