dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,opt_C_robust,opt_K_robust,run_time,blackbox_test_acc,blackbox,gower_dist,loss
compas,0,42,0,15,0,"[27, 1, 0, 15, 1, 0, 1, 0, 1, 1]",1,1,"[53.119320628408005, 1.0, 0.0, 6.808823632348911, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,190.229,0.8025,rf,0.040044006402294996,0.1200220032011475
compas,0,42,0,15,1,"[27, 1, 0, 15, 1, 0, 1, 0, 1, 1]",1,1,"[59.02995902287569, 1.0, 0.0, 7.691492853531999, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,189.966,0.8025,rf,0.046369432784121284,0.12318471639206065
compas,0,42,0,15,2,"[27, 1, 0, 15, 1, 0, 1, 0, 1, 1]",1,1,"[58.032548822111856, 1.0, 0.0, 7.298368367665617, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,189.654,0.8025,rf,0.04554620336661713,0.12277310168330857
compas,0,42,0,15,3,"[27, 1, 0, 15, 1, 0, 1, 0, 1, 1]",1,1,"[60.50536164201944, 1.0, 0.0, 8.961814450877515, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,189.516,0.8025,rf,0.04689838267353644,0.12344919133676822
compas,0,42,0,15,4,"[27, 1, 0, 15, 1, 0, 1, 0, 1, 1]",1,1,"[58.488987753405056, 1.0, 0.0, 6.104561787087056, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0,True,False,64,189.652,0.8025,rf,0.04729664279023618,0.1236483213951181
compas,0,42,0,18,0,"[25, 1, 0, 14, 1, 0, 1, 1, 1, 7]",1,1,"[59.53045145130136, 1.0, 0.0, 8.233393688214708, 1.0, 0.0, 1.0, 1.0, 1.0, 7.0]",0,True,False,64,187.055,0.8025,rf,0.04787691295971378,0.12393845647985689
compas,0,42,0,18,1,"[25, 1, 0, 14, 1, 0, 1, 1, 1, 7]",1,1,"[57.623345574309944, 1.0, 0.0, 8.410668404811123, 1.0, 0.0, 1.0, 1.0, 1.0, 7.0]",0,True,False,64,186.74,0.8025,rf,0.04537389936873759,0.1226869496843688
compas,0,42,0,18,2,"[25, 1, 0, 14, 1, 0, 1, 1, 1, 7]",1,1,"[59.29261567694184, 1.0, 0.0, 7.983535212101045, 1.0, 0.0, 1.0, 1.0, 1.0, 7.0]",0,True,False,64,187.802,0.8025,rf,0.04783672780855974,0.12391836390427988
compas,0,42,0,18,3,"[25, 1, 0, 14, 1, 0, 1, 1, 1, 7]",1,1,"[57.319050477628956, 1.0, 0.0, 8.255599140756162, 1.0, 0.0, 1.0, 1.0, 1.0, 7.0]",0,True,False,64,186.967,0.8025,rf,0.045157877051474275,0.12257893852573715
compas,0,42,0,18,4,"[25, 1, 0, 14, 1, 0, 1, 1, 1, 7]",1,1,"[59.870732165456026, 1.0, 0.0, 8.122205272304647, 1.0, 0.0, 1.0, 1.0, 1.0, 7.0]",0,True,False,64,186.162,0.8025,rf,0.04840307785630026,0.12420153892815014
compas,0,42,0,27,0,"[26, 0, 0, 2, 1, 1, 1, 0, 1, 0]",1,0,"[64.38947214491775, 0.0, 0.0, 2.0, 52.06584082645125, 1.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,190.644,0.8025,rf,0.05107191618055924,0.12553595809027962
compas,0,42,0,27,1,"[26, 0, 0, 2, 1, 1, 1, 0, 1, 0]",1,0,"[60.38774618881499, 0.0, 0.0, 2.0, 38.743755500318855, 1.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,190.622,0.8025,rf,0.04508158879837818,0.12254079439918909
compas,0,42,0,27,2,"[26, 0, 0, 2, 1, 1, 1, 0, 1, 0]",1,0,"[73.49400155414634, 0.0, 0.0, 2.0, 17.570035973438692, 1.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,191.655,0.8025,rf,0.05930035042154226,0.12965017521077113
compas,0,42,0,27,3,"[26, 0, 0, 2, 1, 1, 1, 0, 1, 0]",1,0,"[60.49417886895447, 0.0, 0.0, 2.0, 141.12799354811085, 1.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,190.118,0.8025,rf,0.0537434045870838,0.12687170229354192
compas,0,42,0,27,4,"[26, 0, 0, 2, 1, 1, 1, 0, 1, 0]",1,0,"[78.55606817077036, 0.0, 0.0, 2.0, 113.31032535698462, 1.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,190.515,0.8025,rf,0.07345195984166379,0.1367259799208319
compas,0,42,0,33,0,"[28, 1, 0, 6, 1, 1, 1, 1, 1, 0]",1,0,"[63.68870766793671, 1.0, 0.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,195.447,0.8025,rf,0.04352281422919111,0.07176140711459555
compas,0,42,0,33,1,"[28, 1, 0, 6, 1, 1, 1, 1, 1, 0]",1,0,"[77.11209107008591, 1.0, 0.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,196.71,0.8025,rf,0.05989279398790964,0.07994639699395482
compas,0,42,0,33,2,"[28, 1, 0, 6, 1, 1, 1, 1, 1, 0]",1,0,"[63.45621657892203, 1.0, 0.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,200.631,0.8025,rf,0.043239288510880526,0.07161964425544026
compas,0,42,0,33,3,"[28, 1, 0, 6, 1, 1, 1, 1, 1, 0]",1,0,"[77.61479049814429, 1.0, 0.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,198.952,0.8025,rf,0.06050584207090767,0.08025292103545384
compas,0,42,0,33,4,"[28, 1, 0, 6, 1, 1, 1, 1, 1, 0]",1,0,"[58.91084987718129, 1.0, 0.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,198.934,0.8025,rf,0.037696158386806455,0.06884807919340323
compas,0,42,0,35,0,"[38, 1, 0, 22, 34, 0, 1, 0, 1, 33]",1,1,"[51.91228429908679, 1.0, 0.0, 6.5959711248644775, 34.0, 0.0, 1.0, 0.0, 1.0, 33.0]",0,True,False,64,189.74,0.8025,rf,0.032370229239875516,0.11618511461993776
compas,0,42,0,35,1,"[38, 1, 0, 22, 34, 0, 1, 0, 1, 33]",1,1,"[53.967550990446185, 1.0, 0.0, 8.320799370157639, 34.0, 0.0, 1.0, 0.0, 1.0, 33.0]",0,True,False,64,189.337,0.8025,rf,0.03315182378892308,0.11657591189446154
compas,0,42,0,35,2,"[38, 1, 0, 22, 34, 0, 1, 0, 1, 33]",1,1,"[52.51398130218194, 1.0, 0.0, 7.985606037296642, 34.0, 0.0, 1.0, 0.0, 1.0, 33.0]",0,True,False,64,188.155,0.8025,rf,0.03171437116048621,0.1158571855802431
compas,0,42,0,35,3,"[38, 1, 0, 22, 34, 0, 1, 0, 1, 33]",1,1,"[55.93436415438334, 1.0, 0.0, 8.142101587124978, 34.0, 0.0, 1.0, 0.0, 1.0, 33.0]",0,True,False,64,186.781,0.8025,rf,0.03572907421090348,0.11786453710545175
compas,0,42,0,35,4,"[38, 1, 0, 22, 34, 0, 1, 0, 1, 33]",1,1,"[51.49694588693008, 1.0, 0.0, 7.502395496498518, 34.0, 0.0, 1.0, 0.0, 1.0, 33.0]",0,True,False,64,186.972,0.8025,rf,0.030957294609513776,0.11547864730475689
compas,0,42,0,40,0,"[38, 1, 0, 15, 1, 0, 0, 0, 0, 1]",1,1,"[50.00809177485711, 1.0, 0.0, 8.485893190168436, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0,True,False,64,186.381,0.8025,rf,0.021158121169413402,0.1105790605847067
compas,0,42,0,40,1,"[38, 1, 0, 15, 1, 0, 0, 0, 0, 1]",1,1,"[51.68674285758968, 1.0, 0.0, 8.498617489411643, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0,True,False,64,186.677,0.8025,rf,0.023192532336917232,0.11159626616845862
compas,0,42,0,40,2,"[38, 1, 0, 15, 1, 0, 0, 0, 0, 1]",1,1,"[49.12731585562872, 1.0, 0.0, 8.494351799397258, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0,True,False,64,186.513,0.8025,rf,0.02007554558551582,0.11003777279275792
compas,0,42,0,40,3,"[38, 1, 0, 15, 1, 0, 0, 0, 0, 1]",1,1,"[52.183588881934924, 1.0, 0.0, 8.493336590018105, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0,True,False,64,188.066,0.8025,rf,0.023803723022097656,0.11190186151104883
compas,0,42,0,40,4,"[38, 1, 0, 15, 1, 0, 0, 0, 0, 1]",1,1,"[52.08115512643558, 1.0, 0.0, 8.477343668244242, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0,True,False,64,188.847,0.8025,rf,0.023694796729847933,0.11184739836492397
compas,0,42,0,46,0,"[54, 1, 0, 11, 1, 0, 0, 0, 0, 129]",1,1,"[54.0, 1.0, 0.0, 8.993934755425736, 1.0, 0.0, 0.0, 0.0, 0.0, 129.0]",0,True,False,64,179.539,0.8025,rf,0.0020060652445742645,0.051003032622287135
compas,0,42,0,46,1,"[54, 1, 0, 11, 1, 0, 0, 0, 0, 129]",1,1,"[54.0, 1.0, 0.0, 8.990580146790355, 1.0, 0.0, 0.0, 0.0, 0.0, 129.0]",0,True,False,64,180.173,0.8025,rf,0.0020094198532096446,0.05100470992660482
compas,0,42,0,46,2,"[54, 1, 0, 11, 1, 0, 0, 0, 0, 129]",1,1,"[54.0, 1.0, 0.0, 8.99814470549881, 1.0, 0.0, 0.0, 0.0, 0.0, 129.0]",0,True,False,64,180.773,0.8025,rf,0.0020018552945011907,0.051000927647250595
compas,0,42,0,46,3,"[54, 1, 0, 11, 1, 0, 0, 0, 0, 129]",1,1,"[54.0, 1.0, 0.0, 8.97800737992277, 1.0, 0.0, 0.0, 0.0, 0.0, 129.0]",0,True,False,64,179.627,0.8025,rf,0.00202199262007723,0.051010996310038616
compas,0,42,0,46,4,"[54, 1, 0, 11, 1, 0, 0, 0, 0, 129]",1,1,"[54.0, 1.0, 0.0, 8.998786662257757, 1.0, 0.0, 0.0, 0.0, 0.0, 129.0]",0,True,False,64,179.028,0.8025,rf,0.002001213337742243,0.05100060666887112
compas,0,42,0,59,0,"[24, 1, 5, 9, 1, 0, 1, 1, 1, 4]",1,1,"[56.55781990960878, 1.0, 5.0, 8.236153773598081, 1.0, 0.0, 1.0, 1.0, 1.0, 4.0]",0,True,False,64,188.591,0.8025,rf,0.040468504652754096,0.12023425232637705
compas,0,42,0,59,1,"[24, 1, 5, 9, 1, 0, 1, 1, 1, 4]",1,1,"[51.82019322253165, 1.0, 5.0, 7.767630242171214, 1.0, 0.0, 1.0, 1.0, 1.0, 4.0]",0,True,False,64,188.197,0.8025,rf,0.03515943466335519,0.1175797173316776
compas,0,42,0,59,2,"[24, 1, 5, 9, 1, 0, 1, 1, 1, 4]",1,1,"[53.677953021096855, 1.0, 5.0, 9.07235936086789, 1.0, 0.0, 1.0, 1.0, 1.0, 4.0]",0,True,False,64,189.129,0.8025,rf,0.03626498499635186,0.11813249249817594
compas,0,42,0,59,3,"[24, 1, 5, 9, 1, 0, 1, 1, 1, 4]",1,1,"[56.282102355903774, 1.0, 5.0, 8.634577594344684, 1.0, 0.0, 1.0, 1.0, 1.0, 4.0]",0,True,False,64,187.369,0.8025,rf,0.03973383991285504,0.11986691995642752
compas,0,42,0,59,4,"[24, 1, 5, 9, 1, 0, 1, 1, 1, 4]",1,1,"[55.86510687219932, 1.0, 5.0, 8.200936655081723, 1.0, 0.0, 1.0, 1.0, 1.0, 4.0]",0,True,False,64,187.456,0.8025,rf,0.039658949774429644,0.11982947488721482
compas,0,42,0,61,0,"[24, 1, 0, 2, 1, 0, 1, 1, 1, 19]",1,1,"[59.083602813092554, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 19.0]",0,True,False,64,192.659,0.8025,rf,0.04278488147938117,0.07139244073969059
compas,0,42,0,61,1,"[24, 1, 0, 2, 1, 0, 1, 1, 1, 19]",1,1,"[54.436008245217906, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 19.0]",0,True,False,64,194.627,0.8025,rf,0.0371170832258755,0.06855854161293776
compas,0,42,0,61,2,"[24, 1, 0, 2, 1, 0, 1, 1, 1, 19]",1,1,"[56.627215673259016, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 19.0]",0,True,False,64,193.191,0.8025,rf,0.03978928740641344,0.06989464370320672
compas,0,42,0,61,3,"[24, 1, 0, 2, 1, 0, 1, 1, 1, 19]",1,1,"[56.69276794144855, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 19.0]",0,True,False,64,192.286,0.8025,rf,0.039869229196888484,0.06993461459844424
compas,0,42,0,61,4,"[24, 1, 0, 2, 1, 0, 1, 1, 1, 19]",1,1,"[58.769832114707235, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 19.0]",0,True,False,64,191.898,0.8025,rf,0.04240223428622834,0.07120111714311417
compas,0,42,0,64,0,"[26, 1, 0, 6, 0, 1, 1, 0, 1, 3]",1,1,"[64.15833415660106, 1.0, 0.0, 6.0, 0.0, 1.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,196.45,0.8025,rf,0.04653455384951349,0.07326727692475675
compas,0,42,0,64,1,"[26, 1, 0, 6, 0, 1, 1, 0, 1, 3]",1,1,"[59.61270218325412, 1.0, 0.0, 6.0, 0.0, 1.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,196.19,0.8025,rf,0.04099110022348064,0.07049555011174033
compas,0,42,0,64,2,"[26, 1, 0, 6, 0, 1, 1, 0, 1, 3]",1,1,"[60.00780935962673, 1.0, 0.0, 6.0, 0.0, 1.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,197.25,0.8025,rf,0.04147293824344723,0.07073646912172361
compas,0,42,0,64,3,"[26, 1, 0, 6, 0, 1, 1, 0, 1, 3]",1,1,"[64.77314902971041, 1.0, 0.0, 6.0, 0.0, 1.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,195.947,0.8025,rf,0.0472843280850127,0.07364216404250636
compas,0,42,0,64,4,"[26, 1, 0, 6, 0, 1, 1, 0, 1, 3]",1,1,"[54.65778513527278, 1.0, 0.0, 6.0, 0.0, 1.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,195.671,0.8025,rf,0.034948518457649735,0.06747425922882487
compas,0,42,0,71,0,"[21, 1, 2, 3, 8, 1, 0, 0, 0, 5]",1,1,"[55.87725694560649, 1.0, 2.0, 3.0, 8.0, 1.0, 0.0, 0.0, 0.0, 5.0]",0,True,False,64,197.173,0.8025,rf,0.0425332401775689,0.07126662008878445
compas,0,42,0,71,1,"[21, 1, 2, 3, 8, 1, 0, 0, 0, 5]",1,1,"[50.89500060579219, 1.0, 2.0, 3.0, 8.0, 1.0, 0.0, 0.0, 0.0, 5.0]",0,True,False,64,197.486,0.8025,rf,0.0364573178119417,0.06822865890597085
compas,0,42,0,71,2,"[21, 1, 2, 3, 8, 1, 0, 0, 0, 5]",1,1,"[52.58162712645327, 1.0, 2.0, 3.0, 8.0, 1.0, 0.0, 0.0, 0.0, 5.0]",0,True,False,64,199.015,0.8025,rf,0.038514179422503986,0.069257089711252
compas,0,42,0,71,3,"[21, 1, 2, 3, 8, 1, 0, 0, 0, 5]",1,1,"[53.05349329968935, 1.0, 2.0, 3.0, 8.0, 1.0, 0.0, 0.0, 0.0, 5.0]",0,True,False,64,197.775,0.8025,rf,0.03908962597523091,0.06954481298761546
compas,0,42,0,71,4,"[21, 1, 2, 3, 8, 1, 0, 0, 0, 5]",1,1,"[54.8801421616293, 1.0, 2.0, 3.0, 8.0, 1.0, 0.0, 0.0, 0.0, 5.0]",0,True,False,64,196.964,0.8025,rf,0.04131724653857232,0.07065862326928617
compas,0,42,0,76,0,"[36, 1, 0, 14, 1, 0, 1, 0, 1, 0]",1,1,"[57.118878147293316, 1.0, 0.0, 8.102423721549421, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,189.903,0.8025,rf,0.031652305726369255,0.11582615286318464
compas,0,42,0,76,1,"[36, 1, 0, 14, 1, 0, 1, 0, 1, 0]",1,1,"[52.75340908915023, 1.0, 0.0, 8.242425842734082, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,189.543,0.8025,rf,0.02618856085135157,0.11309428042567579
compas,0,42,0,76,2,"[36, 1, 0, 14, 1, 0, 1, 0, 1, 0]",1,1,"[57.484256685456856, 1.0, 0.0, 8.33562539157115, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,191.503,0.8025,rf,0.0318646876394738,0.11593234381973691
compas,0,42,0,76,3,"[36, 1, 0, 14, 1, 0, 1, 0, 1, 0]",1,1,"[58.681253965456605, 1.0, 0.0, 7.812133364472718, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,190.494,0.8025,rf,0.033847932447059734,0.11692396622352988
compas,0,42,0,76,4,"[36, 1, 0, 14, 1, 0, 1, 0, 1, 0]",1,1,"[58.359011606284355, 1.0, 0.0, 8.678706185467759, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,64,189.706,0.8025,rf,0.032588381139269255,0.11629419056963464
compas,0,42,0,78,0,"[27, 1, 0, 9, 1, 0, 1, 1, 1, 52]",1,1,"[58.50942552648352, 1.0, 0.0, 8.193711901453485, 1.0, 0.0, 1.0, 1.0, 1.0, 52.0]",0,True,False,64,184.527,0.8025,rf,0.03923241678938008,0.11961620839469005
compas,0,42,0,78,1,"[27, 1, 0, 9, 1, 0, 1, 1, 1, 52]",1,1,"[58.00396739363645, 1.0, 0.0, 8.406814623414437, 1.0, 0.0, 1.0, 1.0, 1.0, 52.0]",0,True,False,64,185.506,0.8025,rf,0.03840290171028855,0.11920145085514428
compas,0,42,0,78,2,"[27, 1, 0, 9, 1, 0, 1, 1, 1, 52]",1,1,"[59.44328365632216, 1.0, 0.0, 8.338163725597243, 1.0, 0.0, 1.0, 1.0, 1.0, 52.0]",0,True,False,64,186.258,0.8025,rf,0.04022681634308831,0.12011340817154416
compas,0,42,0,78,3,"[27, 1, 0, 9, 1, 0, 1, 1, 1, 52]",1,1,"[57.182015090599826, 1.0, 0.0, 7.27332554785311, 1.0, 0.0, 1.0, 1.0, 1.0, 52.0]",0,True,False,64,185.045,0.8025,rf,0.03853400992848815,0.11926700496424408
compas,0,42,0,78,4,"[27, 1, 0, 9, 1, 0, 1, 1, 1, 52]",1,1,"[58.79237384328373, 1.0, 0.0, 8.475001160785611, 1.0, 0.0, 1.0, 1.0, 1.0, 52.0]",0,True,False,64,184.734,0.8025,rf,0.039296186452975036,0.11964809322648752
compas,0,42,0,79,0,"[53, 1, 0, 11, 1, 0, 0, 0, 0, 110]",1,0,"[53.0, 1.0, 0.0, 8.490734013912649, 1.0, 0.0, 0.0, 0.0, 0.0, 110.0]",0,True,False,64,182.982,0.8025,rf,0.0025092659860873516,0.051254632993043676
compas,0,42,0,79,1,"[53, 1, 0, 11, 1, 0, 0, 0, 0, 110]",1,0,"[53.0, 1.0, 0.0, 8.479822571551527, 1.0, 0.0, 0.0, 0.0, 0.0, 110.0]",0,True,False,64,181.038,0.8025,rf,0.0025201774284484735,0.05126008871422424
compas,0,42,0,79,2,"[53, 1, 0, 11, 1, 0, 0, 0, 0, 110]",1,0,"[53.0, 1.0, 0.0, 8.481661082830131, 1.0, 0.0, 0.0, 0.0, 0.0, 110.0]",0,True,False,64,182.513,0.8025,rf,0.0025183389171698693,0.051259169458584934
compas,0,42,0,79,3,"[53, 1, 0, 11, 1, 0, 0, 0, 0, 110]",1,0,"[53.0, 1.0, 0.0, 8.470807403571284, 1.0, 0.0, 0.0, 0.0, 0.0, 110.0]",0,True,False,64,180.821,0.8025,rf,0.0025291925964287167,0.05126459629821436
compas,0,42,0,79,4,"[53, 1, 0, 11, 1, 0, 0, 0, 0, 110]",1,0,"[53.0, 1.0, 0.0, 8.497410015632363, 1.0, 0.0, 0.0, 0.0, 0.0, 110.0]",0,True,False,64,180.384,0.8025,rf,0.002502589984367637,0.051251294992183824
compas,0,42,0,81,0,"[28, 1, 0, 8, 1, 0, 1, 0, 1, 3]",1,0,"[53.712604307779024, 1.0, 0.0, 7.966866603737968, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,189.867,0.8025,rf,0.03138996791794377,0.11569498395897189
compas,0,42,0,81,1,"[28, 1, 0, 8, 1, 0, 1, 0, 1, 3]",1,0,"[56.53138442292123, 1.0, 0.0, 8.153715051320887, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,191.502,0.8025,rf,0.0349480862987858,0.1174740431493929
compas,0,42,0,81,2,"[28, 1, 0, 8, 1, 0, 1, 0, 1, 3]",1,0,"[56.018369014635304, 1.0, 0.0, 7.820548416927686, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,192.951,0.8025,rf,0.034348194283847076,0.11717409714192355
compas,0,42,0,81,3,"[28, 1, 0, 8, 1, 0, 1, 0, 1, 3]",1,0,"[57.00525394564224, 1.0, 0.0, 7.925163619604588, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,193.505,0.8025,rf,0.035447097289715214,0.11772354864485761
compas,0,42,0,81,4,"[28, 1, 0, 8, 1, 0, 1, 0, 1, 3]",1,0,"[59.26104174360326, 1.0, 0.0, 7.838683986463285, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0]",0,True,False,64,193.068,0.8025,rf,0.03828453765207728,0.11914226882603865
compas,0,42,0,91,0,"[24, 0, 2, 6, 0, 0, 1, 1, 1, 3]",1,1,"[61.4484242562318, 0.0, 2.0, 6.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.0]",0,True,False,64,190.635,0.8025,rf,0.04566881006857537,0.07283440503428769
compas,0,42,0,91,1,"[24, 0, 2, 6, 0, 0, 1, 1, 1, 3]",1,1,"[55.10392162132084, 0.0, 2.0, 6.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.0]",0,True,False,64,189.471,0.8025,rf,0.037931611733318105,0.06896580586665906
compas,0,42,0,91,2,"[24, 0, 2, 6, 0, 0, 1, 1, 1, 3]",1,1,"[57.371564089141394, 0.0, 2.0, 6.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.0]",0,True,False,64,191.152,0.8025,rf,0.0406970293770017,0.07034851468850085
compas,0,42,0,91,3,"[24, 0, 2, 6, 0, 0, 1, 1, 1, 3]",1,1,"[54.04324220395201, 0.0, 2.0, 6.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.0]",0,True,False,64,191.319,0.8025,rf,0.036638100248721966,0.06831905012436099
compas,0,42,0,91,4,"[24, 0, 2, 6, 0, 0, 1, 1, 1, 3]",1,1,"[59.0950149735065, 0.0, 2.0, 6.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.0]",0,True,False,64,190.75,0.8025,rf,0.042798798748178664,0.07139939937408933
compas,0,42,0,94,0,"[66, 1, 0, 33, 0, 0, 1, 0, 1, 13]",1,0,"[66.0, 1.0, 0.0, 9.434773680441433, 0.0, 0.0, 1.0, 0.0, 1.0, 13.0]",0,True,False,64,186.039,0.8025,rf,0.02356522631955857,0.06178261315977929
compas,0,42,0,94,1,"[66, 1, 0, 33, 0, 0, 1, 0, 1, 13]",1,0,"[66.0, 1.0, 0.0, 9.340914531421596, 0.0, 0.0, 1.0, 0.0, 1.0, 13.0]",0,True,False,64,186.483,0.8025,rf,0.023659085468578405,0.06182954273428921
compas,0,42,0,94,2,"[66, 1, 0, 33, 0, 0, 1, 0, 1, 13]",1,0,"[66.0, 1.0, 0.0, 9.492104453662797, 0.0, 0.0, 1.0, 0.0, 1.0, 13.0]",0,True,False,64,186.599,0.8025,rf,0.023507895546337202,0.0617539477731686
compas,0,42,0,94,3,"[66, 1, 0, 33, 0, 0, 1, 0, 1, 13]",1,0,"[66.0, 1.0, 0.0, 9.481808856716095, 0.0, 0.0, 1.0, 0.0, 1.0, 13.0]",0,True,False,64,185.499,0.8025,rf,0.023518191143283906,0.061759095571641956
compas,0,42,0,94,4,"[66, 1, 0, 33, 0, 0, 1, 0, 1, 13]",1,0,"[66.0, 1.0, 0.0, 9.435764226233395, 0.0, 0.0, 1.0, 0.0, 1.0, 13.0]",0,True,False,64,184.611,0.8025,rf,0.023564235773766606,0.06178211788688331
