dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,opt_C_robust,opt_K_robust,run_time,blackbox,blackbox_test_acc,gower_dist,loss
compas,0,42,0,15,0,"[27, 1, 0, 15, 1, 0, 1, 0, 1, 1]",1,1,"[27.930177431856272, 1.0, 0.0, 15.0, 0.450602030018441, 0.0, 1.0, 0.0, 0.0, 939.2995155079556]",0,True,True,64,49.537,nn,0.785,0.17937177217827072,0.28968588608913537
compas,0,42,0,15,1,"[27, 1, 0, 15, 1, 0, 1, 0, 1, 1]",1,1,"[28.00587653135601, 1.0, 0.0, 15.0, 0.684526889629467, 0.0, 1.0, 0.0, 0.0, 920.4407271756552]",0,True,True,64,49.569,nn,0.785,0.1778730287206111,0.28893651436030554
compas,0,42,0,15,2,"[27, 1, 0, 15, 1, 0, 1, 0, 1, 1]",1,1,"[27.174900537246952, 1.0, 0.0, 15.0, 0.4375472912205862, 0.0, 1.0, 0.0, 0.0, 937.0509571387302]",0,True,True,64,49.034,nn,0.785,0.1782644108253985,0.28913220541269924
compas,0,42,0,15,3,"[27, 1, 0, 15, 1, 0, 1, 0, 1, 1]",1,1,"[28.319952884363317, 1.0, 0.0, 15.0, 0.5473078309764929, 0.0, 1.0, 0.0, 0.0, 906.7874411833849]",0,True,True,64,49.837,nn,0.785,0.17712970975216816,0.2885648548760841
compas,0,42,0,15,4,"[27, 1, 0, 15, 1, 0, 1, 0, 1, 1]",1,1,"[29.099190058808592, 1.0, 0.0, 15.0, 1.2299549373653882, 0.0, 1.0, 0.0, 0.0, 907.3595025725886]",0,True,True,64,48.678,nn,0.785,0.1781091093357587,0.2890545546678793
compas,0,42,0,18,0,"[25, 1, 0, 14, 1, 0, 1, 1, 1, 7]",1,1,"[27.339187101094613, 1.0, 0.0, 14.005250937277438, 4.3586326753493125, 0.0, 1.0, 1.0, 0.0, 412.35251211998883]",0,True,True,64,48.862,nn,0.785,0.13691718020001248,0.3184585901000062
compas,0,42,0,18,1,"[25, 1, 0, 14, 1, 0, 1, 1, 1, 7]",1,1,"[26.08070680333531, 1.0, 0.0, 14.01629773805814, 1.5344590677252725, 0.0, 1.0, 1.0, 0.0, 431.1463006810456]",0,True,True,64,49.039,nn,0.785,0.13672429617647439,0.3183621480882372
compas,0,42,0,18,2,"[25, 1, 0, 14, 1, 0, 1, 1, 1, 7]",1,1,"[26.450850535615135, 1.0, 0.0, 14.016475499942041, 2.109272173430014, 0.0, 1.0, 1.0, 0.0, 417.6470274727615]",0,True,True,64,48.61,nn,0.785,0.1360988303919399,0.31804941519596996
compas,0,42,0,18,3,"[25, 1, 0, 14, 1, 0, 1, 1, 1, 7]",1,1,"[26.67784535474954, 1.0, 0.0, 14.002283561196734, 5.741926975829703, 0.0, 1.0, 1.0, 0.0, 405.484563659198]",0,True,True,64,48.489,nn,0.785,0.1356506439857615,0.3178253219928807
compas,0,42,0,18,4,"[25, 1, 0, 14, 1, 0, 1, 1, 1, 7]",1,1,"[25.40850779968383, 1.0, 0.0, 13.99651732310602, 0.011796211017816916, 0.0, 1.0, 1.0, 0.0, 450.4412941350658]",0,True,True,64,48.038,nn,0.785,0.1375374544140815,0.31876872720704075
compas,0,42,0,33,0,"[28, 1, 0, 6, 1, 1, 1, 1, 1, 0]",1,0,"[28.0, 1.0, 0.0, 6.0, 3.065848916635055, 1.0, 1.0, 1.0, 0.0, 942.14823693277]",0,True,True,64,50.699,nn,0.785,0.1786845071541171,0.23934225357705857
compas,0,42,0,33,1,"[28, 1, 0, 6, 1, 1, 1, 1, 1, 0]",1,0,"[28.0, 1.0, 0.0, 6.0, 84.59945683412397, 1.0, 1.0, 1.0, 0.0, 876.3964135676176]",0,True,True,64,50.537,nn,0.785,0.17999965586681183,0.23999982793340593
compas,0,42,0,33,2,"[28, 1, 0, 6, 1, 1, 1, 1, 1, 0]",1,0,"[28.0, 1.0, 0.0, 6.0, 12.184004549528474, 1.0, 1.0, 1.0, 0.0, 887.7363551627242]",0,True,True,64,49.719,nn,0.785,0.17491002997602106,0.23745501498801055
compas,0,42,0,33,3,"[28, 1, 0, 6, 1, 1, 1, 1, 1, 0]",1,0,"[28.0, 1.0, 0.0, 6.0, 58.009638359237954, 1.0, 1.0, 1.0, 0.0, 878.7833701740111]",0,True,True,64,51.203,nn,0.785,0.1779827507111041,0.23899137535555207
compas,0,42,0,33,4,"[28, 1, 0, 6, 1, 1, 1, 1, 1, 0]",1,0,"[28.0, 1.0, 0.0, 6.0, 9.178200682615284, 1.0, 1.0, 1.0, 0.0, 983.6071659051711]",0,True,True,64,49.593,nn,0.785,0.18264878054898223,0.24132439027449115
compas,0,42,0,46,0,"[54, 1, 0, 11, 1, 0, 0, 0, 0, 129]",1,1,"[54.0, 1.0, 3.0, 11.0, 1.061268970780974, 0.0, 0.0, 0.0, 0.0, 731.9308849475427]",0,True,True,64,51.185,nn,0.785,0.15024934615986033,0.22512467307993017
compas,0,42,0,46,1,"[54, 1, 0, 11, 1, 0, 0, 0, 0, 129]",1,1,"[54.0, 1.0, 5.0, 11.0, 2.313538493901639, 0.0, 0.0, 0.0, 0.0, 732.4278914843691]",0,True,True,64,52.17,nn,0.785,0.15039511916485593,0.225197559582428
compas,0,42,0,46,2,"[54, 1, 0, 11, 1, 0, 0, 0, 0, 129]",1,1,"[54.0, 1.0, 5.0, 11.0, 1.1682664808602738, 0.0, 0.0, 0.0, 0.0, 724.3108995362851]",0,True,True,64,50.515,nn,0.785,0.14962326383476213,0.22481163191738107
compas,0,42,0,46,3,"[54, 1, 0, 11, 1, 0, 0, 0, 0, 129]",1,1,"[54.0, 1.0, 5.0, 11.0, 9.17792180871292, 0.0, 0.0, 0.0, 0.0, 546.9795717495626]",0,True,True,64,50.925,nn,0.785,0.1355131244631896,0.21775656223159484
compas,0,42,0,46,4,"[54, 1, 0, 11, 1, 0, 0, 0, 0, 129]",1,1,"[54.0, 1.0, 5.0, 11.0, 4.584948315324496, 0.0, 0.0, 0.0, 0.0, 730.9577991377746]",0,True,True,64,49.956,nn,0.785,0.1504618956210916,0.2252309478105458
compas,0,42,0,59,0,"[24, 1, 5, 9, 1, 0, 1, 1, 1, 4]",1,1,"[60.464099304384504, 1.0, 5.0, 9.0, 92.3494489417568, 0.0, 1.0, 1.0, 1.0, 4.0]",0,True,True,64,49.695,nn,0.785,0.0520808678643145,0.12604043393215725
compas,0,42,0,59,1,"[24, 1, 5, 9, 1, 0, 1, 1, 1, 4]",1,1,"[24.0, 1.0, 5.0, 9.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1075.512481210028]",0,True,True,64,50.572,nn,0.785,0.08937604010083566,0.14468802005041784
compas,0,42,0,59,2,"[24, 1, 5, 9, 1, 0, 1, 1, 1, 4]",1,1,"[24.0, 1.0, 5.0, 9.0, 136.24824276727676, 0.0, 1.0, 1.0, 1.0, 977.562832645927]",0,True,True,64,49.937,nn,0.785,0.0924009229511003,0.14620046147555016
compas,0,42,0,59,3,"[24, 1, 5, 9, 1, 0, 1, 1, 1, 4]",1,1,"[34.47286260158532, 1.0, 5.0, 9.0, 175.1962726004508, 0.0, 1.0, 1.0, 1.0, 4.0]",0,True,True,64,50.276,nn,0.785,0.027288139710507472,0.11364406985525374
compas,0,42,0,59,4,"[24, 1, 5, 9, 1, 0, 1, 1, 1, 4]",1,1,"[24.0, 1.0, 5.0, 9.0, 44.984875476244206, 0.0, 1.0, 1.0, 1.0, 607.3611226788488]",0,True,True,64,49.522,nn,0.785,0.05394549984625775,0.12697274992312887
compas,0,42,0,61,0,"[24, 1, 0, 2, 1, 0, 1, 1, 1, 19]",1,1,"[24.0, 1.0, 0.0, 2.0, 2.8224997713048303, 0.0, 1.0, 1.0, 0.0, 407.36000807607275]",0,True,True,64,52.255,nn,0.785,0.13251520898728147,0.21625760449364076
compas,0,42,0,61,1,"[24, 1, 0, 2, 1, 0, 1, 1, 1, 19]",1,1,"[24.0, 1.0, 0.0, 2.0, 2.3165642242196025, 0.0, 1.0, 1.0, 0.0, 468.23891282042445]",0,True,True,64,52.593,nn,0.785,0.13754628975372035,0.2187731448768602
compas,0,42,0,61,2,"[24, 1, 0, 2, 1, 0, 1, 1, 1, 19]",1,1,"[24.0, 1.0, 0.0, 2.0, 1.3804227978817352, 0.0, 1.0, 1.0, 0.0, 449.2869292038264]",0,True,True,64,50.512,nn,0.785,0.13588894600014234,0.2179444730000712
compas,0,42,0,61,3,"[24, 1, 0, 2, 1, 0, 1, 1, 1, 19]",1,1,"[24.0, 1.0, 0.0, 2.0, 0.86686079451718, 0.0, 1.0, 1.0, 0.0, 465.9224817952422]",0,True,True,64,51.026,nn,0.785,0.13725463508339375,0.2186273175416969
compas,0,42,0,61,4,"[24, 1, 0, 2, 1, 0, 1, 1, 1, 19]",1,1,"[24.0, 1.0, 0.0, 2.0, 0.20043500750760757, 0.0, 1.0, 1.0, 0.0, 421.7481608646987]",0,True,True,64,49.832,nn,0.785,0.13362897715476593,0.216814488577383
compas,0,42,0,64,0,"[26, 1, 0, 6, 0, 1, 1, 0, 1, 3]",1,1,"[26.0, 1.0, 0.0, 6.0, 40.56012339306593, 1.0, 1.0, 0.0, 0.0, 7.34277887475859]",0,True,True,64,50.683,nn,0.785,0.10374190852231871,0.20187095426115936
compas,0,42,0,64,1,"[26, 1, 0, 6, 0, 1, 1, 0, 1, 3]",1,1,"[26.0, 1.0, 0.0, 6.0, 0.49318112895451804, 1.0, 1.0, 0.0, 0.0, 5.246906854208696]",0,True,True,64,51.393,nn,0.785,0.10022834066526361,0.20011417033263182
compas,0,42,0,64,2,"[26, 1, 0, 6, 0, 1, 1, 0, 1, 3]",1,1,"[26.0, 1.0, 0.0, 6.0, 0.7212160799947807, 1.0, 1.0, 0.0, 0.0, 1200.0]",0,True,True,64,50.471,nn,0.785,0.19981010133999957,0.2499050506699998
compas,0,42,0,64,3,"[26, 1, 0, 6, 0, 1, 1, 0, 1, 3]",1,1,"[26.0, 1.0, 0.0, 6.0, 0.7086033945673549, 1.0, 1.0, 0.0, 0.0, 10.570966297125887]",0,True,True,64,50.844,nn,0.785,0.10068996414097445,0.20034498207048723
compas,0,42,0,64,4,"[26, 1, 0, 6, 0, 1, 1, 0, 1, 3]",1,1,"[26.0, 1.0, 0.0, 6.0, 5.548658809839591, 1.0, 1.0, 0.0, 0.0, 4.2340912722548705]",0,True,True,64,49.638,nn,0.785,0.10056522917350788,0.20028261458675395
compas,0,42,0,71,0,"[21, 1, 2, 3, 8, 1, 0, 0, 0, 5]",1,1,"[22.159737361850674, 1.0, 2.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 11.815463336017244]",0,True,True,64,49.667,nn,0.785,0.0026489358005835593,0.1513244679002918
compas,0,42,0,71,1,"[21, 1, 2, 3, 8, 1, 0, 0, 0, 5]",1,1,"[24.202777001652578, 1.0, 2.0, 3.0, 8.823362624554598, 1.0, 0.0, 0.0, 0.0, 7.519302910577397]",0,True,True,64,49.738,nn,0.785,0.004184381073032436,0.15209219053651624
compas,0,42,0,71,2,"[21, 1, 2, 3, 8, 1, 0, 0, 0, 5]",1,1,"[25.573833104815975, 1.0, 2.0, 3.0, 10.636320140744743, 1.0, 0.0, 0.0, 0.0, 20.22004295846144]",0,True,True,64,49.172,nn,0.785,0.007065875508042762,0.1535329377540214
compas,0,42,0,71,3,"[21, 1, 2, 3, 8, 1, 0, 0, 0, 5]",1,1,"[23.55945186776447, 1.0, 2.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 6.09117178400291]",0,True,True,64,49.6,nn,0.785,0.003878880414233335,0.1519394402071167
compas,0,42,0,71,4,"[21, 1, 2, 3, 8, 1, 0, 0, 0, 5]",1,1,"[25.14427701602402, 1.0, 2.0, 3.0, 19.44045067909843, 1.0, 0.0, 0.0, 0.0, 24.533388772634748]",0,True,True,64,48.576,nn,0.785,0.007635149648649334,0.15381757482432468
compas,0,42,0,76,0,"[36, 1, 0, 14, 1, 0, 1, 0, 1, 0]",1,1,"[39.503032913061816, 1.0, 0.0, 13.973540882917547, 2.840120115850919, 0.0, 1.0, 0.0, 0.0, 0.04941398872109204]",0,True,True,64,49.478,nn,0.785,0.1044559116498559,0.30222795582492795
compas,0,42,0,76,1,"[36, 1, 0, 14, 1, 0, 1, 0, 1, 0]",1,1,"[41.79633969241279, 1.0, 0.0, 14.01576508742055, 0.8795224245216566, 0.0, 1.0, 0.0, 0.0, 6.312796654377384]",0,True,True,64,49.191,nn,0.785,0.10762057821520868,0.3038102891076043
compas,0,42,0,76,2,"[36, 1, 0, 14, 1, 0, 1, 0, 1, 0]",1,1,"[37.21280645885663, 1.0, 0.0, 13.979831331964995, 0.528106934085578, 0.0, 1.0, 0.0, 0.0, 1.8059705827690564]",0,True,True,64,48.679,nn,0.785,0.10168902290565696,0.3008445114528285
compas,0,42,0,76,3,"[36, 1, 0, 14, 1, 0, 1, 0, 1, 0]",1,1,"[37.69095541105691, 1.0, 0.0, 14.004293351348352, 3.261424855201156, 0.0, 1.0, 0.0, 0.0, 11.084138951497579]",0,True,True,64,50.006,nn,0.785,0.1031785644137646,0.3015892822068823
compas,0,42,0,76,4,"[36, 1, 0, 14, 1, 0, 1, 0, 1, 0]",1,1,"[36.43601512021567, 1.0, 0.0, 13.980258484183688, 1.4169200802321384, 0.0, 1.0, 0.0, 0.0, 0.5065758057199554]",0,True,True,64,48.643,nn,0.785,0.1006284252626729,0.30031421263133645
compas,0,42,0,78,0,"[27, 1, 0, 9, 1, 0, 1, 1, 1, 52]",1,1,"[27.069401613411603, 1.0, 0.0, 9.0, 1.8111298240767075, 0.0, 1.0, 1.0, 0.0, 529.817578310205]",0,True,True,64,50.12,nn,0.785,0.1399703617917734,0.26998518089588674
compas,0,42,0,78,1,"[27, 1, 0, 9, 1, 0, 1, 1, 1, 52]",1,1,"[27.018286942726025, 1.0, 0.0, 9.0, 0.6720103892722484, 0.0, 1.0, 1.0, 0.0, 522.3213568240841]",0,True,True,64,50.866,nn,0.785,0.13924308001923355,0.2696215400096168
compas,0,42,0,78,2,"[27, 1, 0, 9, 1, 0, 1, 1, 1, 52]",1,1,"[28.530118730430058, 1.0, 0.0, 9.0, 0.12200589496440273, 0.0, 1.0, 1.0, 0.0, 512.5596379525689]",0,True,True,64,49.532,nn,0.785,0.14031913445654434,0.27015956722827217
compas,0,42,0,78,3,"[27, 1, 0, 9, 1, 0, 1, 1, 1, 52]",1,1,"[27.381279834475045, 1.0, 0.0, 9.0, 0.6920676136224415, 0.0, 1.0, 1.0, 0.0, 516.3757872319114]",0,True,True,64,51.009,nn,0.785,0.13918861870942048,0.26959430935471024
compas,0,42,0,78,4,"[27, 1, 0, 9, 1, 0, 1, 1, 1, 52]",1,1,"[27.28218701521807, 1.0, 0.0, 9.0, 0.2636004228873432, 0.0, 1.0, 1.0, 0.0, 512.6928415115128]",0,True,True,64,49.146,nn,0.785,0.13879656726374898,0.2693982836318745
compas,0,42,0,79,0,"[53, 1, 0, 11, 1, 0, 0, 0, 0, 110]",1,0,"[53.0, 1.0, 5.0, 11.0, 1.8438196713183075, 0.0, 0.0, 0.0, 0.0, 724.7813663405127]",0,True,True,64,52.225,nn,0.785,0.15130209883431928,0.22565104941715966
compas,0,42,0,79,1,"[53, 1, 0, 11, 1, 0, 0, 0, 0, 110]",1,0,"[53.0, 1.0, 5.0, 11.0, 0.9682107313955122, 0.0, 0.0, 0.0, 0.0, 724.9847273473835]",0,True,True,64,52.089,nn,0.785,0.15125137638466568,0.22562568819233286
compas,0,42,0,79,2,"[53, 1, 0, 11, 1, 0, 0, 0, 0, 110]",1,0,"[53.0, 1.0, 3.0, 11.0, 0.6940061848004877, 0.0, 0.0, 0.0, 0.0, 761.603380423037]",0,True,True,64,50.484,nn,0.785,0.1543257811865197,0.2271628905932599
compas,0,42,0,79,3,"[53, 1, 0, 11, 1, 0, 0, 0, 0, 110]",1,0,"[53.0, 1.0, 5.0, 11.0, 2.514627738945278, 0.0, 0.0, 0.0, 0.0, 760.21257815696]",0,True,True,64,50.749,nn,0.785,0.15431060049132547,0.22715530024566277
compas,0,42,0,79,4,"[53, 1, 0, 11, 1, 0, 0, 0, 0, 110]",1,0,"[53.0, 1.0, 3.0, 11.0, 6.122779999576584, 0.0, 0.0, 0.0, 0.0, 738.8463750159581]",0,True,True,64,50.146,nn,0.785,0.15283076291796124,0.22641538145898066
compas,0,42,0,88,0,"[35, 1, 0, 8, 1, 0, 1, 0, 1, 10]",1,1,"[35.0, 1.0, 0.0, 8.0, 2.7397693338426166, 0.0, 1.0, 0.0, 0.0, 11.714729994625298]",0,True,True,64,50.373,nn,0.785,0.100287874944039,0.20014393747201953
compas,0,42,0,88,1,"[35, 1, 0, 8, 1, 0, 1, 0, 1, 10]",1,1,"[35.0, 1.0, 0.0, 8.0, 7.7555055748864845, 0.0, 1.0, 0.0, 0.0, 699.7122169119131]",0,True,True,64,50.789,nn,0.785,0.15803897687389998,0.22901948843695003
compas,0,42,0,88,2,"[35, 1, 0, 8, 1, 0, 1, 0, 1, 10]",1,1,"[35.0, 1.0, 0.0, 8.0, 1.4078269141731479, 0.0, 1.0, 0.0, 0.0, 12.930305678221096]",0,True,True,64,50.224,nn,0.785,0.10027817771603285,0.20013908885801646
compas,0,42,0,88,3,"[35, 1, 0, 8, 1, 0, 1, 0, 1, 10]",1,1,"[35.0, 1.0, 0.0, 8.0, 1.3892954909987338, 0.0, 1.0, 0.0, 0.0, 13.569728683447991]",0,True,True,64,50.814,nn,0.785,0.10032991868120389,0.20016495934060197
compas,0,42,0,88,4,"[35, 1, 0, 8, 1, 0, 1, 0, 1, 10]",1,1,"[35.0, 1.0, 0.0, 8.0, 2.5485108736425275, 0.0, 1.0, 0.0, 0.0, 11.179122704950386]",0,True,True,64,49.768,nn,0.785,0.10022730279821608,0.20011365139910806
compas,0,42,0,91,0,"[24, 0, 2, 6, 0, 0, 1, 1, 1, 3]",1,1,"[24.0, 0.0, 2.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 716.2431694202978]",0,True,True,64,51.138,nn,0.785,0.15943693078502486,0.17971846539251243
compas,0,42,0,91,1,"[24, 0, 2, 6, 0, 0, 1, 1, 1, 3]",1,1,"[24.0, 0.0, 2.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 726.958218977592]",0,True,True,64,50.593,nn,0.785,0.160329851581466,0.180164925790733
compas,0,42,0,91,2,"[24, 0, 2, 6, 0, 0, 1, 1, 1, 3]",1,1,"[24.0, 0.0, 2.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 772.6382621255733]",0,True,True,64,50.014,nn,0.785,0.1641365218437978,0.1820682609218989
compas,0,42,0,91,3,"[24, 0, 2, 6, 0, 0, 1, 1, 1, 3]",1,1,"[24.0, 0.0, 2.0, 6.0, 144.7437849919172, 0.0, 1.0, 1.0, 0.0, 3.0]",0,True,True,64,50.485,nn,0.785,0.11206198208265977,0.1560309910413299
compas,0,42,0,91,4,"[24, 0, 2, 6, 0, 0, 1, 1, 1, 3]",1,1,"[24.0, 0.0, 2.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 723.3107349234801]",0,True,True,64,49.783,nn,0.785,0.1600258945769567,0.18001294728847836
compas,0,42,0,94,0,"[66, 1, 0, 33, 0, 0, 1, 0, 1, 13]",1,0,"[66.0, 1.0, 0.0, 33.0, 1.328742280167809, 0.0, 1.0, 0.0, 0.0, 707.3289813694093]",0,True,True,64,52.202,nn,0.785,0.1579714769707981,0.22898573848539908
compas,0,42,0,94,1,"[66, 1, 0, 33, 0, 0, 1, 0, 1, 13]",1,0,"[66.0, 1.0, 0.0, 33.0, 5.438677942444713, 0.0, 1.0, 0.0, 0.0, 709.8111893486977]",0,True,True,64,52.591,nn,0.785,0.1585208222742619,0.22926041113713097
compas,0,42,0,94,2,"[66, 1, 0, 33, 0, 0, 1, 0, 1, 13]",1,0,"[66.0, 1.0, 0.0, 33.0, 1.241994092513309, 0.0, 1.0, 0.0, 0.0, 725.4218516265926]",0,True,True,64,50.255,nn,0.785,0.15947198714325883,0.22973599357162944
compas,0,42,0,94,3,"[66, 1, 0, 33, 0, 0, 1, 0, 1, 13]",1,0,"[66.0, 1.0, 0.0, 33.0, 0.6206215429097313, 0.0, 1.0, 0.0, 0.0, 704.6480148334906]",0,True,True,64,51.389,nn,0.785,0.1576890530313667,0.22884452651568338
compas,0,42,0,94,4,"[66, 1, 0, 33, 0, 0, 1, 0, 1, 13]",1,0,"[66.0, 1.0, 0.0, 33.0, 2.9958971279531568, 0.0, 1.0, 0.0, 0.0, 707.1318650189314]",0,True,True,64,50.087,nn,0.785,0.15809398017890708,0.22904699008945356
compas,0,42,0,104,0,"[35, 0, 0, 6, 1, 0, 1, 1, 1, 1]",1,0,"[35.0, 0.0, 0.0, 6.0, 1.0803517727312766, 0.0, 1.0, 1.0, 0.0, 1104.2312754552547]",0,True,True,64,50.498,nn,0.785,0.19194263560233216,0.2459713178011661
compas,0,42,0,104,1,"[35, 0, 0, 6, 1, 0, 1, 1, 1, 1]",1,0,"[35.0, 0.0, 0.0, 6.0, 0.8336080672200694, 0.0, 1.0, 1.0, 0.0, 1073.6419838868044]",0,True,True,64,50.294,nn,0.785,0.18940069798496537,0.24470034899248272
compas,0,42,0,104,2,"[35, 0, 0, 6, 1, 0, 1, 1, 1, 1]",1,0,"[35.0, 0.0, 0.0, 6.0, 1.1057489527021076, 0.0, 1.0, 1.0, 0.0, 1057.4764178404942]",0,True,True,64,49.917,nn,0.785,0.18804851389943303,0.24402425694971652
compas,0,42,0,104,3,"[35, 0, 0, 6, 1, 0, 1, 1, 1, 1]",1,0,"[35.0, 0.0, 0.0, 6.0, 0.8522367611071715, 0.0, 1.0, 1.0, 0.0, 1142.8517159101712]",0,True,True,64,50.1,nn,0.785,0.19516662326242198,0.247583311631211
compas,0,42,0,104,4,"[35, 0, 0, 6, 1, 0, 1, 1, 1, 1]",1,0,"[35.0, 0.0, 0.0, 6.0, 1.5039533642006488, 0.0, 1.0, 1.0, 0.0, 1075.2352369526952]",0,True,True,64,50.146,nn,0.785,0.1895615991930747,0.24478079959653737
compas,0,42,0,107,0,"[59, 1, 0, 17, 65, 0, 1, 0, 1, 58]",1,0,"[59.0, 1.0, 0.0, 17.0, 65.0, 0.0, 1.0, 0.0, 0.0, 758.0101238433352]",0,True,True,64,51.64,nn,0.785,0.15833417698694463,0.17916708849347232
compas,0,42,0,107,1,"[59, 1, 0, 17, 65, 0, 1, 0, 1, 58]",1,0,"[59.0, 1.0, 0.0, 17.0, 65.0, 0.0, 1.0, 0.0, 0.0, 766.85937847775]",0,True,True,64,51.327,nn,0.785,0.15907161487314583,0.17953580743657294
compas,0,42,0,107,2,"[59, 1, 0, 17, 65, 0, 1, 0, 1, 58]",1,0,"[59.0, 1.0, 0.0, 17.0, 65.0, 0.0, 1.0, 0.0, 0.0, 814.2333214636325]",0,True,True,64,50.647,nn,0.785,0.16301944345530273,0.18150972172765137
compas,0,42,0,107,3,"[59, 1, 0, 17, 65, 0, 1, 0, 1, 58]",1,0,"[59.0, 1.0, 0.0, 17.0, 65.0, 0.0, 1.0, 0.0, 0.0, 746.1857425294727]",0,True,True,64,51.78,nn,0.785,0.15734881187745609,0.17867440593872805
compas,0,42,0,107,4,"[59, 1, 0, 17, 65, 0, 1, 0, 1, 58]",1,0,"[59.0, 1.0, 0.0, 17.0, 65.0, 0.0, 1.0, 0.0, 0.0, 746.6226191726792]",0,True,True,64,50.543,nn,0.785,0.15738521826438992,0.17869260913219498
compas,0,42,0,109,0,"[20, 1, 0, 4, 1, 0, 1, 0, 1, 2]",1,1,"[22.364114471181345, 1.0, 0.0, 4.0, 0.6141678243599102, 0.0, 1.0, 0.0, 0.0, 4.290205700656313]",0,True,True,64,49.413,nn,0.785,0.10310606958462797,0.251553034792314
compas,0,42,0,109,1,"[20, 1, 0, 4, 1, 0, 1, 0, 1, 2]",1,1,"[23.859570238119456, 1.0, 0.0, 4.0, 2.9748838969881497, 0.0, 1.0, 0.0, 0.0, 6.804001177145141]",0,True,True,64,49.397,nn,0.785,0.10527170006282752,0.25263585003141376
compas,0,42,0,109,2,"[20, 1, 0, 4, 1, 0, 1, 0, 1, 2]",1,1,"[23.403640071854362, 1.0, 0.0, 4.0, 1.0220076901197785, 0.0, 1.0, 0.0, 0.0, 7.548147545211419]",0,True,True,64,49.197,nn,0.785,0.10461496017837642,0.25230748008918824
